idade,renda_mensal,dependentes,estado_civil,valor_investir_mensal,experiencia_anos,dividas_percentual,patrimonio_atual,tolerancia_perda_1,tolerancia_perda_2,horizonte_investimento,conhecimento_mercado,estabilidade_emprego,tem_reserva_emergencia,planos_grandes_gastos,perfil_risco,publico_alvo,fonte_dados
59,35373.51,3,2,5306.04,17,100.0,-24230.0,2.5,2.3,6,4,7,0.0,1,conservador,0.0,scf
18,1814.0,1,0,252.24,0,19.3,0.0,1.0,1.0,3,4,10,,0,conservador,,sintetico
68,22409.25,0,1,4481.85,40,26.31,2131015.0,5.0,4.6,5,10,5,1.0,1,moderado,0.0,scf
25,4541.25,2,0,794.73,0,19.08,466890.0,7.5,7.0,40,6,8,1.0,1,agressivo,1.0,scf
25,5556.0,0,0,1674.01,1,35.7,48026.64,9.0,9.0,3,4,9,,0,agressivo,,sintetico
45,4461.51,3,0,892.29,20,100.0,-188105.0,2.5,3.0,20,8,10,0.0,1,conservador,0.0,scf
70,9186.99,1,0,1837.41,40,100.0,-226355.0,5.0,5.4,5,8,5,0.0,1,conservador,0.0,scf
53,23152.5,3,0,3472.89,14,21.58,34140.0,5.0,5.1,12,4,4,0.0,1,moderado,0.0,scf
44,22570.5,3,0,3949.83,14,27.43,500320.0,10.0,10.0,21,8,7,0.0,1,agressivo,0.0,scf
19,4820.0,1,0,1378.09,3,20.9,5019.35,6.0,4.0,3,8,8,,0,agressivo,,sintetico
21,1442.0,1,0,208.14,1,13.0,8185.63,5.0,5.0,2,3,9,,1,conservador,,sintetico
65,19203.24,0,1,3360.57,30,20.12,1282180.0,7.5,7.6,5,8,5,1.0,1,agressivo,0.0,scf
46,9101.01,0,1,1592.67,16,32.96,272565.0,7.5,7.7,19,6,7,0.0,0,moderado,0.0,scf
48,31597.5,2,1,5529.57,17,31.94,359810.0,2.5,2.6,17,6,9,0.0,1,conservador,0.0,scf
64,22300.74,0,1,3902.64,29,22.21,258090.0,10.0,9.8,5,6,10,0.0,1,agressivo,0.0,scf
45,5586.75,1,1,838.02,10,31.67,244390.0,10.0,9.9,20,4,9,1.0,1,moderado,0.0,scf
36,35594.01,0,1,5339.1,6,24.35,409625.0,7.5,8.0,29,4,9,0.0,1,agressivo,0.0,scf
24,1425.0,0,0,168.39,3,38.0,10497.95,4.0,2.0,2,7,5,,0,moderado,,sintetico
72,12278.01,0,0,2455.59,40,23.97,1313850.0,2.5,2.9,5,10,6,1.0,0,moderado,0.0,scf
53,78619.74,0,1,13758.45,21,21.97,46935.0,7.5,7.6,12,6,7,0.0,1,agressivo,0.0,scf
23,7404.0,0,1,1341.98,3,43.6,35417.91,8.0,8.0,2,9,5,,0,agressivo,,sintetico
69,12079.26,0,1,2415.84,40,22.59,122160.0,7.5,7.1,5,8,1,0.0,1,moderado,0.0,scf
25,1480.0,2,0,127.57,0,13.5,18613.58,4.0,3.0,2,3,4,,0,conservador,,sintetico
68,36200.01,3,2,5430.0,22,28.36,1685920.0,2.5,2.2,5,4,6,0.0,1,conservador,0.0,scf
21,1773.0,0,1,98.38,3,25.5,7369.98,6.0,8.0,2,7,5,,1,moderado,,sintetico
29,16572.99,1,1,3314.61,4,29.91,2137605.0,7.5,7.8,36,10,6,1.0,1,agressivo,0.0,scf
25,3323.0,1,1,449.41,0,39.2,42799.89,6.0,6.0,2,2,8,,0,moderado,,sintetico
80,16598.76,0,1,3319.74,40,23.33,224330.0,7.5,7.1,5,8,1,0.0,1,moderado,0.0,scf
20,2135.0,0,0,438.7,2,8.2,2633.26,3.0,4.0,3,6,5,,0,moderado,,sintetico
34,33840.75,4,1,6768.15,9,31.87,514375.0,7.5,7.8,31,10,8,0.0,1,agressivo,0.0,scf
62,13824.99,0,0,2765.01,37,23.38,19706275.0,7.5,7.2,5,10,10,1.0,1,agressivo,0.0,scf
32,4907.76,1,1,858.87,5,19.6,2353420.0,7.5,7.5,33,8,9,1.0,1,agressivo,0.0,scf
67,4781.25,2,0,956.25,40,19.45,127385.0,2.5,2.4,5,8,5,0.0,1,conservador,0.0,scf
58,22066.74,2,0,3310.02,16,27.86,2907295.0,10.0,10.0,7,4,9,1.0,1,agressivo,0.0,scf
58,21987.75,3,0,2748.48,8,18.1,66260.0,2.5,2.5,7,2,7,0.0,1,conservador,0.0,scf
70,7339.26,0,0,1100.88,22,100.0,-548110.0,2.5,2.2,5,4,3,0.0,0,conservador,0.0,scf
30,22858.26,2,1,2857.29,1,17.5,268350.0,7.5,7.8,35,2,8,0.0,1,moderado,0.0,scf
69,6573.0,5,2,1150.26,33,18.65,411275.0,5.0,5.5,5,6,5,1.0,1,conservador,0.0,scf
20,4467.0,0,0,1408.66,0,4.0,5910.88,3.0,1.0,3,4,8,,1,moderado,,sintetico
39,12034.74,0,2,2106.09,10,32.86,1545480.0,7.5,7.6,26,8,3,1.0,0,agressivo,0.0,scf
66,11895.51,3,2,2379.09,40,23.84,8298980.0,10.0,10.0,5,10,6,1.0,1,agressivo,0.0,scf
48,15003.75,3,0,3000.75,23,100.0,-760875.0,7.5,7.5,17,8,10,0.0,1,moderado,0.0,scf
22,45607.26,1,0,9121.44,0,22.42,2606445.0,5.0,5.4,40,10,8,1.0,1,agressivo,1.0,scf
25,7773.0,0,0,2282.67,2,12.3,107759.25,6.0,6.0,2,6,4,,0,agressivo,,sintetico
60,11923.26,1,2,2384.64,35,31.6,225120.0,7.5,7.2,5,8,4,0.0,1,moderado,0.0,scf
37,6558.75,0,0,1147.77,9,33.17,583950.0,7.5,7.9,28,8,6,1.0,0,agressivo,0.0,scf
19,3431.0,1,0,495.04,3,2.2,6237.03,5.0,6.0,1,10,5,,0,moderado,,sintetico
40,14652.0,1,1,2197.8,8,30.02,292160.0,10.0,9.8,25,4,6,0.0,1,agressivo,0.0,scf
31,19420.26,1,1,3884.04,6,30.27,207995.0,2.5,2.3,34,8,8,0.0,1,conservador,0.0,scf
41,17208.24,3,1,3441.66,16,21.5,501030.0,10.0,9.9,24,10,9,0.0,1,agressivo,0.0,scf
64,32089.5,2,1,4011.18,10,21.52,1336945.0,2.5,2.3,5,2,10,1.0,1,conservador,0.0,scf
24,1730.0,1,0,225.17,1,31.4,9838.69,4.0,4.0,3,4,10,,0,moderado,,sintetico
63,9008.49,0,1,1801.71,38,25.34,620640.0,2.5,2.1,5,10,9,1.0,1,moderado,0.0,scf
41,33344.25,1,0,5001.63,8,30.09,3227640.0,7.5,7.8,24,4,8,1.0,1,agressivo,0.0,scf
19,1996.0,1,2,135.79,0,41.3,3214.53,1.0,2.0,1,3,5,,0,conservador,,sintetico
29,24304.74,1,0,4860.96,4,24.17,124675.0,5.0,5.0,36,8,9,0.0,1,agressivo,0.0,scf
20,3765.0,0,0,491.14,5,8.6,12096.1,7.0,9.0,3,10,7,,1,moderado,,sintetico
76,15647.49,0,0,3129.51,40,28.67,487380.0,2.5,2.5,5,8,1,0.0,0,conservador,0.0,scf
81,6438.99,2,0,1126.83,40,19.81,13413560.0,2.5,2.3,5,8,6,1.0,1,conservador,0.0,scf
55,7826.01,0,1,1369.56,22,27.32,888765.0,10.0,10.0,10,8,7,1.0,1,agressivo,0.0,scf
20,3106.0,1,2,355.26,1,32.0,7439.11,2.0,1.0,2,3,8,,0,conservador,,sintetico
41,12978.0,0,0,2271.15,12,100.0,-106395.0,10.0,10.0,24,6,8,0.0,1,agressivo,0.0,scf
20,2989.0,1,0,423.87,1,36.8,9279.94,1.0,3.0,3,3,9,,0,conservador,,sintetico
39,13179.0,1,2,2635.8,14,25.88,8545.0,5.0,4.7,26,8,3,0.0,1,moderado,0.0,scf
34,88279.5,0,2,17655.9,9,32.93,230455.0,7.5,7.0,31,8,9,0.0,1,agressivo,0.0,scf
69,26439.99,0,0,5288.01,40,100.0,-121425.0,5.0,5.1,5,8,1,0.0,1,conservador,0.0,scf
54,30483.0,0,2,5334.54,22,29.85,200780.0,7.5,7.7,11,6,9,0.0,1,moderado,0.0,scf
26,13248.75,0,1,2649.75,1,20.05,1114140.0,7.5,7.9,39,10,7,1.0,0,agressivo,0.0,scf
24,5604.0,0,0,1685.54,2,14.2,54200.16,9.0,10.0,3,5,9,,0,agressivo,,sintetico
24,2005.0,0,0,424.9,0,33.1,10057.28,1.0,3.0,2,2,6,,0,conservador,,sintetico
71,11970.51,0,1,1795.59,23,20.1,624200.0,2.5,2.5,5,4,6,0.0,0,conservador,0.0,scf
40,49487.01,2,1,9897.39,15,19.78,634305.0,5.0,5.4,25,10,8,0.0,1,agressivo,0.0,scf
55,25651.5,2,2,5130.3,30,18.77,343170.0,5.0,4.8,10,8,9,0.0,1,moderado,0.0,scf
31,70575.0,0,1,14115.0,6,30.31,499870.0,5.0,4.8,34,8,6,0.0,1,moderado,0.0,scf
25,1172.0,1,1,160.22,4,44.7,8358.63,9.0,10.0,3,10,5,,1,agressivo,,sintetico
61,31962.75,0,0,3995.34,9,100.0,-321825.0,2.5,2.9,5,2,7,0.0,1,conservador,0.0,scf
69,18434.25,3,1,3225.99,33,30.96,544500.0,2.5,2.6,5,8,5,0.0,1,conservador,0.0,scf
18,4676.0,1,0,1025.6,0,13.6,0.0,2.0,1.0,1,3,10,,0,conservador,,sintetico
73,40423.5,1,1,8084.7,40,25.04,558020.0,2.5,2.9,5,10,5,0.0,1,moderado,0.0,scf
31,15372.51,4,1,2690.19,4,100.0,-15755.0,2.5,2.2,34,6,9,0.0,1,conservador,0.0,scf
34,48930.75,0,1,9786.15,9,28.1,1288090.0,5.0,5.0,31,10,8,0.0,0,agressivo,0.0,scf
55,16782.75,0,0,2517.42,15,100.0,-12230.0,7.5,7.7,10,4,10,0.0,1,conservador,0.0,scf
41,95863.74,5,1,19172.76,16,18.84,58175.0,7.5,7.6,24,8,6,0.0,1,agressivo,0.0,scf
66,3174.51,1,1,634.89,40,100.0,-107435.0,5.0,5.5,5,8,6,0.0,1,conservador,0.0,scf
56,13856.25,0,1,2771.25,31,22.2,215205.0,10.0,9.7,9,8,7,0.0,1,agressivo,0.0,scf
82,37455.75,1,1,7491.15,40,100.0,-68795.0,2.5,2.5,5,8,6,0.0,1,conservador,0.0,scf
48,20100.99,2,2,3517.68,17,26.95,982445.0,2.5,2.7,17,8,7,0.0,1,conservador,0.0,scf
21,3138.24,0,1,549.18,0,31.95,1752495.0,7.5,7.5,40,8,5,1.0,0,agressivo,1.0,scf
38,82944.24,0,0,14515.23,10,17.41,387605.0,5.0,4.9,27,6,9,0.0,1,agressivo,0.0,scf
63,3584.49,0,2,537.66,19,22.04,121240.0,2.5,2.1,5,4,9,1.0,1,conservador,0.0,scf
36,26530.26,2,0,4642.8,8,17.2,7329850.0,10.0,10.0,29,8,8,1.0,1,agressivo,0.0,scf
57,75060.99,2,1,15012.21,32,100.0,-38585.0,2.5,2.5,8,8,7,0.0,1,conservador,0.0,scf
57,46477.5,1,2,8133.57,24,25.48,398085.0,2.5,2.3,8,6,4,0.0,1,conservador,0.0,scf
40,20103.0,0,2,3518.04,11,100.0,-110115.0,7.5,7.2,25,6,9,0.0,1,moderado,0.0,scf
22,1624.0,0,0,239.48,1,49.9,5294.39,2.0,3.0,1,6,4,,0,conservador,,sintetico
49,26550.0,2,0,4646.25,18,33.24,2502140.0,10.0,10.0,16,8,9,1.0,1,agressivo,0.0,scf
46,7730.76,0,1,1159.62,10,100.0,-109380.0,2.5,2.1,19,4,10,0.0,0,conservador,0.0,scf
33,12856.74,0,1,1928.52,4,32.62,447815.0,10.0,10.0,32,4,9,1.0,0,agressivo,0.0,scf
21,1451.0,0,0,179.5,1,6.1,7681.36,3.0,2.0,2,5,5,,0,moderado,,sintetico
33,19392.51,2,1,3393.69,6,17.39,422060.0,2.5,2.5,32,6,8,0.0,1,conservador,0.0,scf
24,7515.0,0,0,1565.13,3,45.2,54606.52,8.0,7.0,3,8,9,,0,agressivo,,sintetico
55,4862.49,2,2,972.51,30,17.07,73355.0,2.5,2.8,10,8,10,0.0,1,conservador,0.0,scf
34,5299.26,2,1,1059.84,9,30.64,1527350.0,7.5,7.5,31,10,6,1.0,1,agressivo,0.0,scf
45,36686.49,1,1,6420.15,15,100.0,-819295.0,7.5,7.8,20,6,9,0.0,1,moderado,0.0,scf
36,19248.0,2,0,3849.6,11,27.48,631925.0,5.0,5.2,29,10,9,1.0,1,agressivo,0.0,scf
29,9659.49,2,1,1448.91,2,19.71,289555.0,5.0,5.5,36,4,8,1.0,1,moderado,0.0,scf
18,2435.0,0,0,391.51,3,8.1,0.0,1.0,1.0,2,7,10,,0,moderado,,sintetico
56,46200.99,1,0,8085.18,23,32.59,1068790.0,2.5,2.4,9,8,9,0.0,1,conservador,0.0,scf
55,14068.26,2,2,2110.23,15,21.96,2219065.0,5.0,4.7,10,4,7,1.0,1,moderado,0.0,scf
48,9533.76,4,1,1430.07,12,23.88,1071090.0,10.0,10.0,17,4,7,1.0,1,agressivo,0.0,scf
47,25015.74,0,2,5003.16,22,21.73,15983700.0,5.0,5.2,18,10,9,1.0,0,agressivo,0.0,scf
71,9994.5,2,2,1749.03,34,28.26,1253060.0,2.5,2.8,5,8,1,1.0,1,conservador,0.0,scf
40,37694.49,1,1,7538.91,15,32.96,1603815.0,7.5,8.0,25,10,9,1.0,1,agressivo,0.0,scf
41,33344.25,1,0,5001.63,8,30.09,3227640.0,7.5,7.8,24,4,8,1.0,1,agressivo,0.0,scf
23,3289.0,0,0,557.77,1,39.3,13758.41,5.0,6.0,1,6,8,,0,moderado,,sintetico
62,4618.74,3,0,808.29,28,33.11,1843475.0,2.5,2.2,5,8,4,1.0,1,conservador,0.0,scf
64,6822.24,0,1,1364.46,39,25.41,753700.0,5.0,5.1,5,10,10,1.0,1,moderado,0.0,scf
23,8657.49,0,1,1731.51,0,31.17,1763900.0,5.0,4.9,40,10,8,1.0,0,moderado,1.0,scf
44,25857.75,4,0,4525.11,14,100.0,-385345.0,5.0,5.1,21,6,4,0.0,1,conservador,0.0,scf
57,9678.0,0,0,1451.7,16,32.88,548785.0,2.5,2.6,8,4,10,1.0,1,conservador,0.0,scf
18,5982.0,1,2,1933.37,0,29.2,0.0,1.0,1.0,3,1,6,,0,agressivo,,sintetico
24,3627.0,0,2,491.23,1,29.7,41448.73,4.0,2.0,3,6,5,,0,agressivo,,sintetico
57,2444.01,0,1,488.79,32,26.18,202230.0,5.0,4.9,8,8,7,1.0,1,moderado,0.0,scf
20,1454.0,0,0,159.26,2,12.7,4785.67,4.0,2.0,2,7,5,,1,moderado,,sintetico
23,2954.0,0,0,394.1,3,23.3,16389.79,4.0,6.0,1,10,4,,0,agressivo,,sintetico
34,48930.75,0,1,9786.15,9,28.1,1288090.0,5.0,5.0,31,10,8,0.0,0,agressivo,0.0,scf
44,27456.51,0,2,5491.29,19,100.0,-146260.0,7.5,7.5,21,8,9,0.0,1,moderado,0.0,scf
43,12529.74,0,1,2505.96,18,31.59,3661200.0,2.5,2.6,22,10,7,1.0,0,moderado,0.0,scf
26,26367.51,0,0,4614.3,1,29.8,5185.0,5.0,4.7,39,6,2,0.0,1,moderado,0.0,scf
18,1881.0,1,0,158.55,3,31.8,0.0,2.0,4.0,3,9,10,,0,moderado,,sintetico
58,10408.74,1,1,2081.76,33,29.42,279785.0,7.5,7.9,7,8,9,0.0,1,moderado,0.0,scf
25,1902.0,1,1,127.72,4,28.7,22836.88,6.0,8.0,3,9,6,,0,agressivo,,sintetico
68,12551.01,0,0,2510.19,40,30.17,89590.0,5.0,4.7,5,8,6,0.0,1,conservador,0.0,scf
28,10173.75,0,0,1780.41,2,25.79,76000.0,10.0,10.0,37,6,8,0.0,0,agressivo,0.0,scf
39,21784.26,3,1,3812.25,10,31.08,1543005.0,5.0,4.6,26,8,9,1.0,1,moderado,0.0,scf
38,3423.99,0,1,428.01,3,100.0,-281505.0,7.5,7.3,27,2,8,0.0,0,conservador,0.0,scf
34,35020.26,0,0,5253.03,4,20.54,516100.0,7.5,7.7,31,4,8,0.0,1,agressivo,0.0,scf
44,15524.76,0,0,1940.58,5,27.98,548025.0,10.0,9.8,21,2,9,0.0,0,agressivo,0.0,scf
24,19081.5,0,2,3339.27,0,100.0,-35460.0,5.0,4.9,40,6,7,0.0,1,moderado,1.0,scf
51,21158.25,0,0,4231.65,26,18.9,497050.0,2.5,2.7,14,8,9,0.0,0,moderado,0.0,scf
39,52908.75,0,1,9259.02,10,24.41,789620.0,2.5,2.9,26,8,9,0.0,1,moderado,0.0,scf
20,1035.0,0,0,96.64,0,19.1,2297.8,3.0,4.0,3,1,7,,0,conservador,,sintetico
38,32176.5,0,0,5630.88,10,29.37,617205.0,5.0,5.0,27,8,8,0.0,1,moderado,0.0,scf
38,72634.5,4,0,14526.9,13,21.39,1621580.0,5.0,4.9,27,10,3,0.0,1,moderado,0.0,scf
77,7093.5,1,0,1064.04,26,18.0,191595.0,2.5,2.7,5,4,5,0.0,1,conservador,0.0,scf
20,5025.0,0,0,1748.45,0,33.1,15412.7,5.0,3.0,1,3,9,,1,conservador,,sintetico
45,18923.25,0,0,3311.58,15,30.96,1123090.0,10.0,10.0,20,8,9,1.0,0,agressivo,0.0,scf
54,26110.74,1,2,5222.16,29,25.49,2581265.0,5.0,5.2,11,10,7,1.0,1,agressivo,0.0,scf
23,1403.0,0,0,168.51,0,34.6,9571.13,5.0,6.0,2,3,9,,1,conservador,,sintetico
56,34354.26,0,1,6012.0,23,32.27,2869160.0,2.5,2.6,9,8,10,1.0,1,moderado,0.0,scf
71,19085.01,3,1,2385.63,12,27.11,5476570.0,2.5,2.0,5,2,1,1.0,1,conservador,0.0,scf
58,3290.76,2,1,575.88,25,100.0,-37655.0,2.5,2.6,7,6,7,0.0,1,conservador,0.0,scf
20,5025.0,0,0,1748.45,0,33.1,15412.7,5.0,3.0,1,3,9,,1,conservador,,sintetico
23,7743.0,0,0,1237.59,1,33.5,27353.64,4.0,4.0,3,4,6,,0,moderado,,sintetico
65,6191.49,2,1,773.94,10,33.03,3660515.0,5.0,5.1,5,2,6,1.0,1,conservador,0.0,scf
36,21360.99,2,1,3204.15,6,29.64,802760.0,7.5,7.2,29,4,9,1.0,1,agressivo,0.0,scf
21,2849.0,0,1,431.03,2,38.9,7663.03,4.0,3.0,3,7,6,,0,moderado,,sintetico
31,5542.5,1,1,969.93,4,29.19,1809715.0,7.5,7.2,34,8,6,1.0,1,agressivo,0.0,scf
49,10265.76,1,1,2053.14,24,33.28,600340.0,5.0,4.7,16,10,10,1.0,1,moderado,0.0,scf
62,23106.0,2,0,4621.2,37,25.22,876385.0,10.0,10.0,5,10,10,1.0,1,agressivo,0.0,scf
56,23301.0,3,1,4077.66,23,31.36,81430.0,5.0,5.4,9,6,9,0.0,1,conservador,0.0,scf
51,35665.74,2,1,5349.87,13,31.13,307620.0,5.0,5.1,14,4,9,0.0,1,conservador,0.0,scf
38,7461.99,2,1,1492.41,13,19.94,6688810.0,5.0,5.3,27,10,6,1.0,1,moderado,0.0,scf
71,8147.76,2,0,1425.87,34,30.76,227165.0,2.5,2.4,5,6,5,1.0,1,conservador,0.0,scf
22,1624.0,0,0,239.48,1,49.9,5294.39,2.0,3.0,1,6,4,,0,conservador,,sintetico
21,6597.0,0,0,1746.98,3,22.2,11789.29,5.0,6.0,2,9,8,,0,agressivo,,sintetico
28,32543.76,3,1,4881.57,2,19.69,467265.0,5.0,4.8,37,4,9,0.0,1,moderado,0.0,scf
57,11853.75,1,1,2370.75,32,26.61,152125.0,10.0,10.0,8,8,4,0.0,1,agressivo,0.0,scf
58,25755.75,2,1,4507.26,25,24.72,637055.0,2.5,2.3,7,8,10,0.0,1,conservador,0.0,scf
72,25405.74,0,0,5081.16,40,100.0,-88800.0,2.5,2.1,5,8,5,0.0,1,conservador,0.0,scf
56,19776.0,2,2,3955.2,31,100.0,-69955.0,2.5,2.9,9,8,7,0.0,1,conservador,0.0,scf
60,23949.24,0,1,4191.12,26,22.34,862220.0,10.0,10.0,5,8,10,1.0,1,agressivo,0.0,scf
23,1544.0,1,0,180.16,0,33.3,10313.27,2.0,1.0,1,4,4,,0,conservador,,sintetico
33,23019.51,0,1,3452.94,4,29.18,75840.0,7.5,7.2,32,4,9,0.0,1,agressivo,0.0,scf
23,1803.0,1,0,211.68,0,33.3,12327.46,3.0,5.0,3,3,9,,1,conservador,,sintetico
66,15193.5,2,0,2279.04,20,30.37,712925.0,5.0,4.9,5,4,6,1.0,1,conservador,0.0,scf
35,8882.01,0,1,1332.3,5,20.48,27194090.0,2.5,2.2,30,4,6,1.0,0,conservador,0.0,scf
23,2954.0,0,0,394.1,3,23.3,16389.79,4.0,6.0,1,10,4,,0,agressivo,,sintetico
51,24152.25,0,1,3622.83,13,29.15,189435.0,10.0,9.6,14,4,9,0.0,1,agressivo,0.0,scf
24,1792.0,0,0,264.67,0,6.0,10068.16,1.0,1.0,3,3,7,,0,moderado,,sintetico
24,22552.5,1,1,3946.68,0,20.31,726915.0,2.5,2.3,40,8,5,1.0,1,moderado,1.0,scf
55,7826.01,0,1,1369.56,22,27.32,888765.0,10.0,10.0,10,8,7,1.0,1,agressivo,0.0,scf
59,28795.74,0,1,3599.46,8,25.16,655550.0,2.5,2.7,6,2,10,0.0,1,conservador,0.0,scf
35,20322.0,2,0,3048.3,5,32.49,507610.0,5.0,4.9,30,4,9,1.0,1,moderado,0.0,scf
51,24540.75,0,1,3681.12,13,18.55,2060575.0,10.0,9.5,14,4,10,1.0,0,agressivo,0.0,scf
59,14882.76,0,0,2976.54,34,27.13,190830.0,2.5,2.9,6,8,7,0.0,1,conservador,0.0,scf
39,7027.26,3,2,1054.08,7,32.67,125635.0,5.0,5.2,26,4,8,0.0,1,conservador,0.0,scf
50,6886.26,0,2,1377.24,25,100.0,-64860.0,5.0,4.7,15,8,10,0.0,0,conservador,0.0,scf
18,1814.0,1,0,252.24,0,19.3,0.0,1.0,1.0,3,4,10,,0,conservador,,sintetico
25,3354.0,0,0,511.16,2,35.8,35267.49,6.0,6.0,3,5,7,,0,agressivo,,sintetico
36,7581.0,0,0,1326.66,8,27.14,102215.0,2.5,2.6,29,6,6,0.0,0,conservador,0.0,scf
66,7612.74,0,2,1522.56,40,16.86,34280.0,5.0,4.9,5,8,5,0.0,1,conservador,0.0,scf
61,35713.74,1,1,7142.76,36,28.35,489755.0,2.5,2.8,5,8,9,0.0,1,conservador,0.0,scf
36,34000.5,0,0,6800.1,11,26.57,835795.0,7.5,7.6,29,10,8,0.0,0,agressivo,0.0,scf
36,32379.24,1,1,4856.88,6,100.0,-260430.0,5.0,5.2,29,4,6,0.0,1,moderado,0.0,scf
21,2187.0,0,0,219.45,3,24.5,9406.35,6.0,4.0,3,9,9,,0,agressivo,,sintetico
64,31218.24,1,1,6243.66,39,29.0,2597005.0,2.5,2.6,5,10,7,1.0,1,moderado,0.0,scf
52,11193.24,1,1,2238.66,27,23.38,200400.0,7.5,7.9,13,8,9,0.0,1,moderado,0.0,scf
19,3594.99,0,0,539.25,0,22.43,500520.0,5.0,4.5,40,4,8,1.0,0,moderado,1.0,scf
58,33241.5,1,1,5817.27,25,26.88,52175.0,10.0,10.0,7,6,7,0.0,1,agressivo,0.0,scf
35,12612.0,0,1,2522.4,10,26.86,1321490.0,5.0,4.7,30,10,9,1.0,0,agressivo,0.0,scf
21,1690.0,0,0,208.42,5,5.0,7701.32,6.0,6.0,3,10,9,,0,agressivo,,sintetico
28,11198.49,0,1,1679.76,2,23.65,196910.0,5.0,4.9,37,4,9,0.0,0,moderado,0.0,scf
36,6972.99,0,1,1394.61,11,24.24,6076405.0,5.0,4.6,29,10,8,1.0,0,moderado,0.0,scf
43,9375.51,0,1,1875.09,18,100.0,-202600.0,2.5,2.6,22,8,7,0.0,0,conservador,0.0,scf
72,6246.99,2,1,1249.41,40,22.14,74325.0,5.0,5.0,5,8,5,0.0,1,conservador,0.0,scf
69,10802.25,1,0,2160.45,40,31.88,754225.0,5.0,5.0,5,10,3,1.0,1,moderado,0.0,scf
25,5046.0,0,0,781.3,1,34.4,22208.58,2.0,1.0,1,4,6,,0,moderado,,sintetico
63,2016.51,1,1,403.29,38,28.04,725525.0,5.0,4.5,5,10,10,1.0,1,moderado,0.0,scf
71,10556.01,2,2,1583.4,23,28.37,359225.0,7.5,7.7,5,4,3,1.0,1,moderado,0.0,scf
48,3513.24,0,1,702.66,23,19.65,1872780.0,7.5,7.2,17,10,9,1.0,0,agressivo,0.0,scf
45,46211.25,2,1,6931.68,10,17.97,1388130.0,2.5,2.6,20,4,7,0.0,1,moderado,0.0,scf
43,21159.51,0,1,3702.9,14,30.13,1694985.0,5.0,4.9,22,8,7,1.0,0,agressivo,0.0,scf
53,10759.74,1,1,1882.95,21,32.92,577005.0,7.5,7.0,12,8,4,1.0,1,moderado,0.0,scf
77,42468.24,2,1,7431.93,39,27.03,149675.0,5.0,4.8,5,6,6,0.0,1,moderado,0.0,scf
45,2480.76,3,0,310.08,5,30.98,28557520.0,2.5,2.3,20,2,10,1.0,1,conservador,0.0,scf
52,20092.5,0,1,4018.5,27,26.44,1152865.0,7.5,7.9,13,10,9,0.0,0,agressivo,0.0,scf
42,3244.5,2,0,648.9,17,100.0,-454120.0,10.0,9.6,23,8,9,1.0,1,agressivo,0.0,scf
20,2176.0,0,0,348.0,0,21.8,2244.83,1.0,1.0,1,2,10,,1,conservador,,sintetico
39,24607.74,3,1,4306.35,10,16.84,1866480.0,7.5,7.8,26,8,8,1.0,1,agressivo,0.0,scf
73,12285.99,0,0,2457.21,40,100.0,-161400.0,10.0,9.9,5,8,1,0.0,0,moderado,0.0,scf
25,2185.0,0,1,282.64,2,32.0,29479.44,4.0,6.0,3,5,9,,0,agressivo,,sintetico
24,1537.0,1,0,84.19,2,5.2,7927.85,6.0,8.0,2,8,8,,0,agressivo,,sintetico
19,3415.0,0,0,354.77,0,34.5,3524.6,3.0,4.0,3,3,4,,0,moderado,,sintetico
66,20445.51,4,1,4089.09,40,25.77,144975.0,5.0,5.0,5,8,6,0.0,1,conservador,0.0,scf
52,4660.26,3,1,932.04,27,31.62,772620.0,7.5,7.5,13,10,7,1.0,1,moderado,0.0,scf
71,18986.76,2,1,2848.02,23,100.0,-145885.0,7.5,7.7,5,4,6,0.0,1,conservador,0.0,scf
36,7184.01,1,1,1077.6,6,100.0,-14320.0,5.0,4.7,29,4,3,0.0,1,conservador,0.0,scf
58,8486.49,2,1,1272.96,16,31.24,221605.0,5.0,5.5,7,4,7,0.0,1,conservador,0.0,scf
44,221500.26,1,1,44300.04,19,20.85,21682060.0,7.5,7.5,21,10,10,1.0,1,agressivo,0.0,scf
49,6712.26,1,0,839.04,6,19.08,62590.0,5.0,4.8,16,2,7,0.0,1,conservador,0.0,scf
41,2898.75,0,1,507.27,12,100.0,-222665.0,2.5,2.5,24,6,9,0.0,0,conservador,0.0,scf
48,10248.99,0,1,1537.35,12,26.93,66415.0,7.5,7.9,17,4,10,0.0,0,moderado,0.0,scf
18,7474.0,0,1,2573.98,0,34.2,0.0,1.0,2.0,3,4,9,,0,moderado,,sintetico
43,13008.0,2,1,1626.0,4,100.0,-20515.0,5.0,5.3,22,2,9,0.0,1,conservador,0.0,scf
58,44226.24,2,1,8845.26,33,33.12,211120.0,5.0,5.0,7,8,9,0.0,1,moderado,0.0,scf
53,16469.25,1,1,3293.85,28,100.0,-129075.0,5.0,5.2,12,8,9,0.0,1,conservador,0.0,scf
61,45890.49,2,0,6883.56,18,17.49,69145.0,5.0,5.3,5,4,10,0.0,1,moderado,0.0,scf
51,14131.5,0,0,2119.74,13,31.48,193100.0,7.5,7.8,14,4,9,0.0,1,moderado,0.0,scf
68,14306.76,0,2,1788.36,11,31.57,393090.0,10.0,9.8,5,2,5,1.0,1,moderado,0.0,scf
